"PROGRAM, YEAR, AND SECTION",COURSE,STUDENTS ENROLLED IN CLASS,UNNAMED: 3,UNNAMED: 4,COMPUTER-STUDENT RATIO (FOR SUBJECTS WITH LABORATORY ONLY),PASSED STUDENTS,UNNAMED: 7,UNNAMED: 8,FAILED STUDENTS,UNNAMED: 10,UNNAMED: 11,INCOMPLETE STUDENTS,UNNAMED: 13,UNNAMED: 14,CONDITIONAL FAILURE STUDENTS,UNNAMED: 16,UNNAMED: 17,PROGRAM,ENROLLED,PASSED,PASS_RATE,FAILED,NUM_DEF,RECOMMENDATION,FACULTY,ANALYSIS_DATE,"PROGRAM, YEAR & SECTION",Unnamed: 28,__1,__2,__3,__4,__5,__6,__7,DROP STUDENTS,__8,__9,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,STUDENTS ENROLLED IN CLASS MA LE,FEM ALE,TOT AL,PASSED STUDENTS MALE,FEM ALE__1,TOT AL__1,FAILED STUDENTS MALE,FEM ALE__2,TOT AL__2,INCOMPLETE STUDENTS MALE,FEM ALE__3,TOT AL__3,DROP STUDENTS MALE,FEM ALE__4,TOT AL__4,INCOMPLETE,DROP,COND_FAIL,ACADEMIC_YEAR
,BSCS 2A,,,,,,,,,,,,,,,,,GEC 108,22,22,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 108' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 108'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSCS 2B,,,,,,,,,,,,,,,,,GEC 108,19,19,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 108' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 108'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 1A,,,,,,,,,,,,,,,,,GEC 106,21,21,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 106' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 106'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 1D,,,,,,,,,,,,,,,,,GEC 106,25,23,92.0,2,0.0,👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 106' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 106'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2A,,,,,,,,,,,,,,,,,GEC 109,24,23,95.83,1,0.0,🎉 Excellent performance with 95.83% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 109' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 109'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2B,,,,,,,,,,,,,,,,,GEC 110,26,26,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 110' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 110'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2C,,,,,,,,,,,,,,,,,GEC 111,23,23,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 111' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 111'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2D,,,,,,,,,,,,,,,,,GEC 112,22,21,95.45,1,0.0,🎉 Excellent performance with 95.45% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 112' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 112'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2E,,,,,,,,,,,,,,,,,GEC 113,25,23,92.0,2,0.0,👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 113' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 113'. Data not available.,Khrisna Solde,2026-01-02 20:34:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSCS 1A,,,,,,,,,,,,,,,,,GEC 103,20,18,90.0,2,0.0,👍 Good performance with 90.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 103' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 103'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSCS 2A,,,,,,,,,,,,,,,,,GEC 108,22,22,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 108' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 108'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSCS 2B,,,,,,,,,,,,,,,,,GEC 108,19,19,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 108' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 108'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 1A,,,,,,,,,,,,,,,,,GEC 106,21,21,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 106' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 106'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 1D,,,,,,,,,,,,,,,,,GEC 106,25,23,92.0,2,0.0,👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 106' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 106'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 2A,,,,,,,,,,,,,,,,,GEC 109,24,23,95.83,1,0.0,🎉 Excellent performance with 95.83% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 109' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 109'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 2B,,,,,,,,,,,,,,,,,GEC 110,26,26,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 110' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 110'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 2C,,,,,,,,,,,,,,,,,GEC 111,23,23,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 111' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 111'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 2D,,,,,,,,,,,,,,,,,GEC 112,22,21,95.45,1,0.0,🎉 Excellent performance with 95.45% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 112' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 112'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSIT 2E,,,,,,,,,,,,,,,,,GEC 113,25,23,92.0,2,0.0,👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 113' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 113'. Data not available.,Khrisna Solde,2026-01-02 20:48:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2023-2024
,BSCS 1A,,,,,,,,,,,,,,,,,GEC 103,20,18,90.0,2,0.0,👍 Good performance with 90.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 103' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 103'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSCS 2A,,,,,,,,,,,,,,,,,GEC 108,22,22,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 108' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 108'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSCS 2B,,,,,,,,,,,,,,,,,GEC 108,19,19,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 108' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 108'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 1A,,,,,,,,,,,,,,,,,GEC 106,21,21,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 106' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 106'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 1D,,,,,,,,,,,,,,,,,GEC 106,25,23,92.0,2,0.0,👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 106' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 106'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2A,,,,,,,,,,,,,,,,,GEC 109,24,23,95.83,1,0.0,🎉 Excellent performance with 95.83% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 109' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 109'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2B,,,,,,,,,,,,,,,,,GEC 110,26,26,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 110' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 110'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2C,,,,,,,,,,,,,,,,,GEC 111,23,23,100.0,0,0.0,🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 111' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 111'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2D,,,,,,,,,,,,,,,,,GEC 112,22,21,95.45,1,0.0,🎉 Excellent performance with 95.45% pass rate. Continue current teaching approach. | ⚠️ Employment data for main program 'GEC 112' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 112'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,BSIT 2E,,,,,,,,,,,,,,,,,GEC 113,25,23,92.0,2,0.0,👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | ⚠️ Employment data for main program 'GEC 113' not found in LSPU records. | ⚠️ Could not determine job paths for program 'GEC 113'. Data not available.,Khrisna Solde,2026-01-02 20:51:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 103,,,,,,,,,,,,,,,,,BSCS 1A,20,18,90.0,2,1.0,"👍 Good performance with 90.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: The lessons should be paced better. | 🎓 Student Suggestion: Make the discussions more interactive. | 🔍 Internal Review Weakness: Unstable 
internet 
connection in 
relation to the 
device used by 
the students. 
 
Lack of 
interaction and 
active 
participation. 
 
 
Greater 
supervision 
and facilitation 
needed since 
classes are 
done online to 
ensure that the 
students are 
really paying 
attention 
during classes. | ✅ Internal Review Action: Conducted 
both online 
and offline 
activities so 
students could 
cope up.  
 
Posting power 
point 
presentations 
on Google 
classroom for 
offline 
reference. 
 
Group 
discussion 
and 
interactive 
discussion 
and exchange 
of details and 
own 
experience. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom. 
 
 
Make the class 
more active and 
open for students to 
participate more. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom. 
 
 
Make the class more active and open for 
students to 
participate more.",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 106,,,,,,,,,,,,,,,,,BSIT 1A,21,21,100.0,0,1.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Everything was fine. | 🎓 Student Suggestion: Lessen the workload. | 🔍 Internal Review Weakness: Unstable 
internet 
connection in 
relation to the 
device used by 
the students. Lack of 
interaction and 
active 
participation. 
 
 
 
Greater 
supervision 
and facilitation 
needed since 
classes are 
done online to 
ensure that the 
students are 
really paying 
attention 
during classes. | ✅ Internal Review Action: Conducted 
both online 
and offline 
activities so 
students could 
cope up.  
 
Posting power 
point 
presentations 
on Google 
classroom for 
offline 
reference. Group 
discussion 
and 
interactive 
discussion 
and exchange 
of details and 
own 
experience. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom.  
Make the class 
more active and 
open for students to 
participate more. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom. 
 
 
Make the class 
more active and 
open for students to 
participate more.",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 106,,,,,,,,,,,,,,,,,BSIT 1D,25,23,92.0,2,1.0,"👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎓 Student Suggestion: Everything was fine. | 🎓 Student Suggestion: Lessen the workload. | 🔍 Internal Review Weakness: Unstable 
internet 
connection in 
relation to the 
device used by 
the students. Lack of 
interaction and 
active 
participation. 
 
 
 
Greater 
supervision 
and facilitation 
needed since 
classes are 
done online to 
ensure that the 
students are 
really paying 
attention 
during classes. | ✅ Internal Review Action: Conducted 
both online 
and offline 
activities so 
students could 
cope up.  
 
Posting power 
point 
presentations 
on Google 
classroom for 
offline 
reference. 
 
Group 
discussion 
and 
interactive 
discussion 
and exchange 
of details and 
own 
experience. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom. 
 
 
Make the class 
more active and 
open for students to 
participate more. | 📋 Internal Review Recommendation: Make the class 
orientation 
presentation more 
creative and special.",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 108,,,,,,,,,,,,,,,,,BSCS 2A,22,22,100.0,0,4.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 4 academic deficiency(ies) from previous semester. | 👥 Form study groups for students with similar deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Include more real-life scenarios. | 🎓 Student Suggestion: Reduce workload. | 🔍 Internal Review Weakness: Unstable 
internet 
connection in 
relation to the 
device used by 
the students. 
 
Lack of 
interaction 
and active 
participation. 
 
Greater 
supervision 
and 
facilitation 
needed since 
classes are 
done online to 
ensure that 
the students 
are really 
paying 
attention 
during 
classes. | ✅ Internal Review Action: Conducted 
both online 
and offline 
activities so 
students could 
cope up.  
 
Posting power 
point 
presentations 
on Google 
classroom for 
offline 
reference. 
 
Group 
discussion 
and 
interactive 
discussion 
and exchange 
of details and 
own 
experience. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom. 
 
 
Make the class 
more active and 
open for students to 
participate more. | 📋 Internal Review Recommendation: Find a better and 
suitable online 
application to use in 
the virtual 
classroom. 
 
 
Make the class 
more active and 
open for students to 
participate more.",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 108,,,,,,,,,,,,,,,,,BSCS 2B,19,19,100.0,0,4.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 4 academic deficiency(ies) from previous semester. | 👥 Form study groups for students with similar deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Reduce workload. | 🎓 Student Suggestion: More case studies to analyze. | 🔍 Internal Review Weakness: There may be 
too many topics 
that students are 
studying, and 
the scope is too 
broad which is 
why not all 
questions can be answered. | ✅ Internal Review Action: Made the 
discussion 
more 
interactive 
and 
interesting. | 📋 Internal Review Recommendation: Provide pointers or 
scope of study. | 📋 Internal Review Recommendation: Strict 
implementation 
of the submission 
of output. Not to encourage 
complacency.",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 109,,,,,,,,,,,,,,,,,BSIT 2A,24,23,95.83,1,0.0,"🎉 Excellent performance with 95.83% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 👥 Foster collaborative learning environments | 📅 Establish regular feedback mechanisms",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 110,,,,,,,,,,,,,,,,,BSIT 2B,26,26,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎯 Set clear learning objectives for each session | 📅 Establish regular feedback mechanisms",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 111,,,,,,,,,,,,,,,,,BSIT 2C,23,23,100.0,0,0.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 💬 Increase classroom interaction through Q&A sessions | 👥 Foster collaborative learning environments",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 112,,,,,,,,,,,,,,,,,BSIT 2D,22,21,95.45,1,0.0,"🎉 Excellent performance with 95.45% pass rate. Continue current teaching approach. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 🎯 Set clear learning objectives for each session | 👥 Foster collaborative learning environments",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,GEC 113,,,,,,,,,,,,,,,,,BSIT 2E,25,23,92.0,2,0.0,"👍 Good performance with 92.0% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📈 Good employment outlook (77.6% based on 370 alumni). Focus on practical skills. | 💼 Potential career paths for BSIT: Programmer, Accenture Inc, Accenture. Align course content with industry needs. | 💬 Increase classroom interaction through Q&A sessions | 📚 Provide supplementary learning materials",Khrisna Solde,2026-01-02 20:58:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CMSC 204,,,,,,,,,,,,,,,,,BSCS 2A,27,26,96.3,1,1.0,"🎉 Excellent performance with 96.3% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More coding exercises | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because some of the application sometimes crashes.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their program.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and conducted a Face to Face presentation and consultation. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CMSC 204,,,,,,,,,,,,,,,,,BSCS 2B,25,25,100.0,0,1.0,"🎉 Excellent performance with 100.0% pass rate. Continue current teaching approach. | 📋 Address 1 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: More coding exercises | 🔍 Internal Review Weakness: Some common weaknesses/problems encountered or observed in student research for Information Technology include:


1. Students struggle to install some application due to hardware requirements. 

2. Students struggle to do the activities because some of the application sometimes crashes.

3. Some students may face technical limitations, such as hardware or software constraints, which can impact the feasibility and scalability of their program.

4. Weakness in communication and cooperation within the group results in delay in finishing their Final Project. | ✅ Internal Review Action: Some of the actions taken are the following.






Gave extension for the submission of the activities.

Gave the students enough time to finish their Final Project.

Constant reminders and conducted a Face to Face presentation and consultation. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Some of the Recommendations are the following.






Provide students with a fully functional laboratory room with a high specification computers and all the applications they need.

Provide students with a fully functional research room with a high specification computers with internet connection and all the applications they need where they can do their research if the laboratory room is not available.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
,CMSC 311,,,,,,,,,,,,,,,,,BSCS 3A,32,30,93.75,1,2.0,"👍 Good performance with 93.75% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: To have more curriculum | 🎓 Student Suggestion: Lessen the workload. | 🔍 Internal Review Weakness: Suspended classes cause the late discussion for other sections | ✅ Internal Review Action: Proper communication with the students | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement. | 📋 Internal Review Recommendation: Review course performance data to identify areas for further improvement.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,2024-2025
,CMSC 313,,,,,,,,,,,,,,,,,BSCS 3A,32,30,93.75,2,2.0,"👍 Good performance with 93.75% pass rate. Minor improvements recommended. | 📝 2 student(s) need additional support. Consider peer tutoring. | 📋 Address 2 academic deficiency(ies) from previous semester. | 📝 Individual counseling for students with deficiencies. | 👥 Large class size detected. Consider peer mentoring or teaching assistants. | 📈 Good employment outlook (76.8% based on 69 alumni). Focus on practical skills. | 💼 Potential career paths for BSCS: Instructor, Programmer, Game Development. Align course content with industry needs. | 🎓 Student Suggestion: Lessen the workload. | 🎓 Student Suggestion: I guess, nothing.",Roxanne Garbo,2026-01-02 21:00:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2024-2025
